"DDLatitude"	"DDLongitude"	"OccurrenceTableName"	"OccurrenceID"	"Taxon"	"OccurrenceDate"	"Habitat"	"LocationName"	"LocationDetails"	"CoordinateUncertaintyDistance"	"CoordinateUncertaintyUnit"	"GeoreferenceRemarks"	"Country"	"StateProvince"	"EORank"	"Collector"	"PhenologyNotes"	"Notes"
"30.62329"	"-86.43215"	"MortonGapAnalysis_Quercus_arkanasana"	"319"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.61489"	"-86.42885"	"MortonGapAnalysis_Quercus_arkanasana"	"318"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.61079"	"-86.51575"	"MortonGapAnalysis_Quercus_arkanasana"	"317"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.59049"	"-86.73966"	"MortonGapAnalysis_Quercus_arkanasana"	"316"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.57959"	"-86.51825"	"MortonGapAnalysis_Quercus_arkanasana"	"315"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.57549"	"-86.58165"	"MortonGapAnalysis_Quercus_arkanasana"	"314"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.57459"	"-86.55605"	"MortonGapAnalysis_Quercus_arkanasana"	"313"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.30371"	"-97.72701"	"GBIF_AttritionPoints_20220503"	"3126730322"	"Neviusia alabamensis"	2/28/1996 0:00:00		"Austin, Strong residence at 42nd Street and Duval Street."			"m"		"US"	"Texas"	"NA"	"James S. Henrickson"		
"32.96667"	"-87.46667"	"GBIF_AttritionPoints_20220503"	"3125119563"	"Quercus arkansana"	6/11/1990 0:00:00		"At Grimes Cemetery, north side of FR 706, just west of jct. FR 710, Talladega National Forest."			"m"	"n/a"	"US"	"Alabama"	"NA"	"Robert Burckhalter; J. Gilliland"	"FR"	
"30.57439"	"-86.63635"	"MortonGapAnalysis_Quercus_arkanasana"	"312"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.70837"	"-93.01749"	"GBIF_AR_20230301"	"3118304725"	"Quercus arkansana"	5/13/2021 0:00:00			"Chidester, AR 71726, USA"	10.00	"m"		"US"	"Arkansas"	"NA"	"jim_keesling"		
"31.79070"	"-85.89427"	"GBIF_AttritionPoints_20220503"	"3113256468"	"Quercus arkansana"	4/20/2021 0:00:00			"Troy, AL, US"	5.00	"m"		"US"	"Alabama"	"NA"	"jimdaniels"		
"34.77773"	"-86.50371"	"GBIF_AttritionPoints_20220503"	"3112897455"	"Neviusia alabamensis"	5/2/2021 0:00:00			"Alabama, US"	28790.00	"m"		"US"	"Alabama"	"NA"	"debm"		
"34.60770"	"-86.44262"	"GBIF_AttritionPoints_20220503"	"3112507406"	"Neviusia alabamensis"	5/2/2021 0:00:00			"Alabama, US"	28790.00	"m"		"US"	"Alabama"	"NA"	"jfduke"		
"30.55740"	"-86.51215"	"MortonGapAnalysis_Quercus_arkanasana"	"311"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.55460"	"-86.56415"	"MortonGapAnalysis_Quercus_arkanasana"	"310"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.49288"	"-86.42658"	"MortonGapAnalysis_Quercus_arkanasana"	"31"	"Quercus arkansana"	1/1/2017 0:00:00		"Okaloosa"	"NA; pers_comm"			"NA"	"United States"	"Florida"				
"31.78998"	"-85.89304"	"ExpeditionData_OccurrenceFormat"	"31"	"Quercus arkansana"	5/27/2017 0:00:00	": Notes: "		"Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin."		"m"		"United States"	"Alabama"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:25-D; Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-5. No acorn set.; "
"30.55160"	"-86.45635"	"MortonGapAnalysis_Quercus_arkanasana"	"309"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.52850"	"-86.61355"	"MortonGapAnalysis_Quercus_arkanasana"	"308"	"Quercus arkansana"	1/1/1996 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"31.03634"	"-94.05009"	"MortonGapAnalysis_Quercus_arkanasana"	"307"	"Quercus arkansana"	1/1/2017 0:00:00		"Jasper"	"NA"			"NA"	"United States"	"Texas"				
"31.88972"	"-84.79250"	"MortonGapAnalysis_Quercus_arkanasana"	"306"	"Quercus arkansana"			"Randolph"	"Randolph County; GA"			"NA"	"United States"	"Georgia"				
"32.97430"	"-94.02491"	"MortonGapAnalysis_Quercus_arkanasana"	"305"	"Quercus arkansana"			"NA"	"Jct. of Black Bayou and State Line Creek with LA 168; Caddo Parish; Louisiana; USA (assigned point based on site directions)"			"NA"	"United States"	"NA"				
"32.73215"	"-93.33980"	"MortonGapAnalysis_Quercus_arkanasana"	"304"	"Quercus arkansana"			"NA"	"Webster Parish; Louisiana; USA"			"NA"	"United States"	"NA"				
"30.63121"	"-86.17660"	"MortonGapAnalysis_Quercus_arkanasana"	"303"	"Quercus arkansana"			"Walton"	"Walton County; Florida; USA"			"NA"	"United States"	"Florida"				
"32.59748"	"-88.20010"	"MortonGapAnalysis_Quercus_arkanasana"	"302"	"Quercus arkansana"			"Sumter"	"Sumter County; Alabama; USA"			"NA"	"United States"	"Alabama"				
"32.07322"	"-84.83490"	"MortonGapAnalysis_Quercus_arkanasana"	"301"	"Quercus arkansana"			"Stewart"	"Stewart County; Georgia; USA"			"NA"	"United States"	"Georgia"				
"31.86149"	"-85.00930"	"MortonGapAnalysis_Quercus_arkanasana"	"300"	"Quercus arkansana"			"Quitman"	"Quitman County; Georgia; USA"			"NA"	"United States"	"Georgia"				
"31.78998"	"-85.89304"	"ExpeditionData_OccurrenceFormat"	"30"	"Quercus arkansana"	5/27/2017 0:00:00	": Notes: "		"Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin."		"m"		"United States"	"Alabama"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:25-C; Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Clone/Mother# AL-pik-2-4. No acorn set.; "
"30.27888"	"-87.62220"	"MortonGapAnalysis_Quercus_arkanasana"	"30"	"Quercus arkansana"	1/1/2017 0:00:00		"Baldwin"	"NA; pers_comm"			"NA"	"United States"	"Alabama"				
"31.67294"	"-84.88909"	"MortonGapAnalysis_Quercus_arkanasana"	"3"	"Quercus arkansana"	1/1/2001 0:00:00		"Randolph"	"SE of Coleman; along County Road 20 (Cemetery Road); 1.1 miles from junction with Hwy 160; vicinity of cemetery; Randolph; Georgia"	978.00	"m"	"GeoLocate"	"United States"	"Georgia"				
"30.66586"	"-86.59420"	"MortonGapAnalysis_Quercus_arkanasana"	"299"	"Quercus arkansana"			"Okaloosa"	"Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"32.35954"	"-84.52960"	"MortonGapAnalysis_Quercus_arkanasana"	"298"	"Quercus arkansana"			"Marion"	"Marion County; Georgia; USA"			"NA"	"United States"	"Georgia"				
"30.25985"	"-84.86860"	"MortonGapAnalysis_Quercus_arkanasana"	"297"	"Quercus arkansana"			"Liberty"	"Liberty County; Florida; USA"			"NA"	"United States"	"Florida"				
"34.08307"	"-93.99090"	"MortonGapAnalysis_Quercus_arkanasana"	"296"	"Quercus arkansana"			"Howard"	"Howard County; Arkansas; USA"			"NA"	"United States"	"Arkansas"				
"32.75280"	"-87.62310"	"MortonGapAnalysis_Quercus_arkanasana"	"295"	"Quercus arkansana"			"Hale"	"Hale County; Alabama; USA"			"NA"	"United States"	"Alabama"				
"31.61983"	"-84.99260"	"MortonGapAnalysis_Quercus_arkanasana"	"294"	"Quercus arkansana"			"Clay"	"Clay County; Georgia; USA"			"NA"	"United States"	"Georgia"				
"32.82704"	"-92.98980"	"MortonGapAnalysis_Quercus_arkanasana"	"293"	"Quercus arkansana"			"NA"	"Claiborne Parish; Louisiana; USA"			"NA"	"United States"	"NA"				
"32.57719"	"-93.88240"	"MortonGapAnalysis_Quercus_arkanasana"	"292"	"Quercus arkansana"			"NA"	"Caddo Parish; Louisiana; USA"			"NA"	"United States"	"NA"				
"31.78611"	"-85.90334"	"MortonGapAnalysis_Quercus_arkanasana"	"291"	"Quercus arkansana"	1/1/1913 0:00:00		"Pike"	"Pike; Alabama"			"NA"	"United States"	"Alabama"				
"30.52990"	"-86.56525"	"MortonGapAnalysis_Quercus_arkanasana"	"290"	"Quercus arkansana"	1/1/1923 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"32.57553"	"-86.79948"	"MortonGapAnalysis_Quercus_arkanasana"	"29"	"Quercus arkansana"			"Autauga"	"2.7 air mi NE of Bonita. Along side of Co. Rd. 1 ca. 0.9 mi. S of jct. with Co. Rde. 16.; Autauga; Alabama; Sandy roadside; margin of woodland."			"NA"	"United States"	"Alabama"				
"31.78972"	"-85.89306"	"ExpeditionData_OccurrenceFormat"	"29"	"Quercus arkansana"	5/27/2017 0:00:00	": Notes: "		"Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin."		"m"		"United States"	"Alabama"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:25-B; Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-3. No acorn set.; "
"30.50770"	"-86.52355"	"MortonGapAnalysis_Quercus_arkanasana"	"289"	"Quercus arkansana"	1/1/1923 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"31.46914"	"-94.15133"	"MortonGapAnalysis_Quercus_arkanasana"	"288"	"Quercus arkansana"	1/1/1923 0:00:00		"San Augustine"	"San Augustine County; Texas; USA (assigned point based on site directions)"			"NA"	"United States"	"Texas"				
"33.11342"	"-94.16443"	"MortonGapAnalysis_Quercus_arkanasana"	"287"	"Quercus arkansana"	1/1/1926 0:00:00		"Cass"	"Atlanta; Cass County; Texas; USA (assigned point based on site directions)"			"NA"	"United States"	"Texas"				
"31.50500"	"-84.94720"	"MortonGapAnalysis_Quercus_arkanasana"	"286"	"Quercus arkansana"	1/1/1928 0:00:00		"Clay"	"Clay County; GA"			"NA"	"United States"	"Georgia"				
"33.61457"	"-93.81352"	"GBIF_AttritionPoints_20220503"	"2859123051"	"Quercus arkansana"	6/10/1909 0:00:00		"Fulton"		656.00	"m"		"US"	"Arkansas"	"NA"	"Bush, B.F."		
"33.61457"	"-93.81352"	"GBIF_AttritionPoints_20220503"	"2859106057"	"Quercus arkansana"	5/21/1909 0:00:00	"sandy woods"	"Fulton"		656.00	"m"		"US"	"Arkansas"	"NA"	"Bush, B.F."		
"33.59167"	"-93.27360"	"MortonGapAnalysis_Quercus_arkanasana"	"285"	"Quercus arkansana"	1/1/1941 0:00:00		"Nevada"	"CHIDESTER; Nevada County ; AR; US"			"NA"	"United States"	"Arkansas"				
"30.52405"	"-86.49910"	"MortonGapAnalysis_Quercus_arkanasana"	"284"	"Quercus arkansana"	1/1/1949 0:00:00		"Okaloosa"	"Niceville; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.51922"	"-86.45900"	"MortonGapAnalysis_Quercus_arkanasana"	"283"	"Quercus arkansana"	1/1/1949 0:00:00		"Okaloosa"	"Niceville; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.56211"	"-94.79445"	"MortonGapAnalysis_Quercus_arkanasana"	"282"	"Quercus arkansana"	1/1/1959 0:00:00		"Red River"	"1 mile NW of Avery; Red River County; Texas; USA (assigned point based on site directions)"			"NA"	"United States"	"Texas"				
"33.65732"	"-93.17536"	"GBIF_AR_20230301"	"2813992116"	"Quercus arkansana"	7/5/2020 0:00:00			"Arkansas Oak Natural Area, Nevada County, AR, USA"	67.00	"m"		"US"	"Arkansas"	"NA"	"J. Richard Abbott"		
"32.83282"	"-92.37440"	"MortonGapAnalysis_Quercus_arkanasana"	"281"	"Quercus arkansana"	1/1/1959 0:00:00		"NA"	"Union County; Louisiana; USA"			"NA"	"United States"	"NA"				
"30.74276"	"-86.28670"	"MortonGapAnalysis_Quercus_arkanasana"	"280"	"Quercus arkansana"	1/1/1963 0:00:00		"Walton"	"Mossy Head; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"31.78962"	"-85.89614"	"ExpeditionData_OccurrenceFormat"	"28"	"Quercus arkansana"	5/27/2017 0:00:00	": Notes: "		"Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin."		"m"		"United States"	"Alabama"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:25-A; Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-2. No acorn set.; "
"33.66111"	"-93.83250"	"MortonGapAnalysis_Quercus_arkanasana"	"28"	"Quercus arkansana"			"Hempstead"	"NA"			"NA"	"United States"	"Arkansas"				
"30.74879"	"-86.29635"	"MortonGapAnalysis_Quercus_arkanasana"	"279"	"Quercus arkansana"	1/1/1963 0:00:00		"Walton"	"Eglin Air Force Base; Walton County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.69087"	"-93.85761"	"MortonGapAnalysis_Quercus_arkanasana"	"278"	"Quercus arkansana"	1/1/1963 0:00:00		"Hempstead"	"Near Grassy Lake.; Hempstead County; Arkansas; USA"			"NA"	"United States"	"Arkansas"				
"33.21056"	"-92.67420"	"MortonGapAnalysis_Quercus_arkanasana"	"277"	"Quercus arkansana"	1/1/1964 0:00:00		"Union"	"EL DORADO EAST; Union County ; AR; US"			"NA"	"United States"	"Arkansas"				
"33.69972"	"-93.86360"	"MortonGapAnalysis_Quercus_arkanasana"	"276"	"Quercus arkansana"	1/1/1964 0:00:00		"Hempstead"	"NACATOCH RAVINES NATURAL AREA;"			"NA"	"United States"	"Arkansas"				
"30.80131"	"-86.10680"	"MortonGapAnalysis_Quercus_arkanasana"	"275"	"Quercus arkansana"	1/1/1965 0:00:00		"Walton"	"De Funiak Springs; Walton County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.01154"	"-94.03441"	"MortonGapAnalysis_Quercus_arkanasana"	"274"	"Quercus arkansana"	1/1/1965 0:00:00		"NA"	"Caddo Parish; Louisiana; USA (assigned point based on site directions)"			"NA"	"United States"	"NA"				
"30.74909"	"-86.21804"	"MortonGapAnalysis_Quercus_arkanasana"	"273"	"Quercus arkansana"	1/1/1965 0:00:00		"Walton"	"No managed area name given; Walton County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.68678"	"-93.86993"	"MortonGapAnalysis_Quercus_arkanasana"	"272"	"Quercus arkansana"	1/1/1966 0:00:00		"Hempstead"	"Hempstead; Arkansas"			"NA"	"United States"	"Arkansas"				
"33.70222"	"-93.02028"	"MortonGapAnalysis_Quercus_arkanasana"	"271"	"Quercus arkansana"	1/1/1967 0:00:00		"Ouachita"	"Ouachita; Arkansas"			"NA"	"United States"	"Arkansas"				
"35.12688"	"-92.54320"	"ExpeditionData_OccurrenceFormat"	"270"	"Neviusia alabamensis"	5/4/2022 15:50:03	"Rocky Bluff: Notes: clonal group extending along ridge shelf 100 m x 10 m in part shade under oak and carya. extends a ways down slope."	"Cadron Creek, NE of Conway"	"Bluff above N bank of Cadron Creek, take railroad track W of Old Hwy 64, and follow bluff ridge in"	0.84	"m"		"USA"	"Arkansas"		"Chauncey, Jared, Dan Schachner"	"post flowering"	"Keyword: APGA USFS Spring 2022, Accession Number: ,  Collection Number:189; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Flowers past peak, stamens dried and brown.; "
"30.55579"	"-86.76106"	"MortonGapAnalysis_Quercus_arkanasana"	"270"	"Quercus arkansana"	1/1/1967 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"31.78948"	"-85.89287"	"ExpeditionData_OccurrenceFormat"	"27"	"Quercus arkansana"	5/27/2017 0:00:00	": Notes: "		"Forever Wild Big Pocosin Tract. Sandy ridge around Big Pocosin."		"m"		"United States"	"Alabama"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:25; Ca. 7 mature trees from 12' to 20'. Some current year acorn set, some caps from the previous year. Immature fruit. Clone/Mother# AL-pik-2-1. Good acorn set.; "
"32.54881"	"-87.95395"	"MortonGapAnalysis_Quercus_arkanasana"	"27"	"Quercus arkansana"			"Sumter"	"NA"			"NA"	"United States"	"Alabama"				
"30.67159"	"-86.41465"	"MortonGapAnalysis_Quercus_arkanasana"	"269"	"Quercus arkansana"	1/1/1968 0:00:00		"Okaloosa"	"Eglin Air Force Base; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.72861"	"-93.66580"	"MortonGapAnalysis_Quercus_arkanasana"	"268"	"Quercus arkansana"	1/1/1969 0:00:00		"Hempstead"	"Hempstead County; Arkansas; USA"			"NA"	"United States"	"Arkansas"				
"30.51601"	"-86.46250"	"MortonGapAnalysis_Quercus_arkanasana"	"267"	"Quercus arkansana"	1/1/1975 0:00:00		"Okaloosa"	"Niceville; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.71750"	"-93.18780"	"MortonGapAnalysis_Quercus_arkanasana"	"266"	"Quercus arkansana"	1/1/1977 0:00:00		"Nevada"	"CHIDESTER; Nevada County ; AR; US"			"NA"	"United States"	"Arkansas"				
"30.79189"	"-86.46305"	"MortonGapAnalysis_Quercus_arkanasana"	"265"	"Quercus arkansana"	1/1/1977 0:00:00		"Okaloosa"	"No managed area name given; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.78643"	"-86.46670"	"MortonGapAnalysis_Quercus_arkanasana"	"264"	"Quercus arkansana"	1/1/1977 0:00:00		"Okaloosa"	"Deerland; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.50689"	"-86.45380"	"MortonGapAnalysis_Quercus_arkanasana"	"263"	"Quercus arkansana"	1/1/1980 0:00:00		"Okaloosa"	"Rocky Bayou; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"35.88663"	"-92.90280"	"ExpeditionData_OccurrenceFormat"	"262"	"Neviusia alabamensis"	5/5/2022 14:58:05	"woodland forest: Notes: on slope down from road, rocky soil with rich organic matter"	"Ozark St. Francis National Forest"	"side of Richland road by intersection with Hoot Owl rd on NE side of road"	1.89	"m"		"USA"	"Arkansas"		"Schachner, Daniel, Jared Chauncey"	"flowering"	"Keyword: APGA USFS Spring 2022, Accession Number: ,  Collection Number:46; small multi steam shrub, 3-5 ft tall, reddish new stems, arching, alternate leaf, white anther, no petal; "
"32.68750"	"-86.79250"	"MortonGapAnalysis_Quercus_arkanasana"	"262"	"Quercus arkansana"	1/1/1980 0:00:00		"Chilton"	"Chilton; Alabama"			"NA"	"United States"	"Alabama"				
"38.61194"	"-90.25944"	"USSpecimens_Tropicos_20230223"	"26169"	"Neviusia alabamensis"	4/11/2000 0:00:00	"NULL"		"St. Louis City: Missouri Botanical Garden."				"United States"	"Missouri"		"Gerrit Davidse"		
"32.52389"	"-86.54611"	"MortonGapAnalysis_Quercus_arkanasana"	"261"	"Quercus arkansana"	1/1/1980 0:00:00		"Autauga"	"Autauga; Alabama"			"NA"	"United States"	"Alabama"				
"34.71736"	"-86.43294"	"GBIF_AttritionPoints_20220503"	"2609073008"	"Neviusia alabamensis"	4/2/2019 0:00:00			"Alabama, US"	28790.00	"m"		"US"	"Alabama"	"NA"	"Helen A. Czech"	"flower budding"	
"34.19178"	"-86.02375"	"GBIF_AttritionPoints_20220503"	"2609072282"	"Neviusia alabamensis"	10/31/2012 0:00:00			"Alabama, US"	28874.00	"m"		"US"	"Alabama"	"NA"	"beesgarden79"	"flowering"	
"30.51501"	"-86.45430"	"MortonGapAnalysis_Quercus_arkanasana"	"260"	"Quercus arkansana"	1/1/1982 0:00:00		"Okaloosa"	"Rocky Bayou; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.49754"	"-86.42501"	"ExpeditionData_OccurrenceFormat"	"26"	"Quercus arkansana"	10/24/2017 0:00:00	": Notes: "		"Fred Gannon Rocky Bayou State Park, E side of Sandy Pine Trail. "		"m"		"United States"	"Florida"		"Chauncey, Jared, David Gunn"		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:54-C; MBG Accession # N/A. Tree, 15' tall, dieback of central leader, vertical striated bark, bark gray and black. Leaves glossy. Possible introgression with Quercus myrtifolia. No acorn set, dieback of central leader. Mother Plant number is FL-OKA-5-13.; "
"32.50621"	"-88.01926"	"MortonGapAnalysis_Quercus_arkanasana"	"26"	"Quercus arkansana"			"Sumter"	"NA"			"NA"	"United States"	"Alabama"				
"34.72405"	"-86.44540"	"GBIF_AttritionPoints_20220503"	"2597823476"	"Neviusia alabamensis"	4/5/2020 0:00:00			"Alabama, US"	28790.00	"m"		"US"	"Alabama"	"NA"	"erin_johnson"	"flowering"	
"32.99944"	"-87.48861"	"GBIF_AttritionPoints_20220503"	"2597554160"	"Quercus arkansana"	4/19/2003 0:00:00		"USA, Alabama: Oakmulgee District of the Talladega National Forest. Forest Service Road 701. Southeast slope. 32¡59'58""""N, 87¡29'19""""W - PAYNE LAKE quad."			"m"		"US"		"NA"	"Diamond,A.R. & Woods,M."		
"30.50532"	"-86.46250"	"MortonGapAnalysis_Quercus_arkanasana"	"259"	"Quercus arkansana"	1/1/1982 0:00:00		"Okaloosa"	"Rocky Bayou; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"30.50416"	"-86.46280"	"MortonGapAnalysis_Quercus_arkanasana"	"258"	"Quercus arkansana"	1/1/1982 0:00:00		"Okaloosa"	"Rocky Bayou; Okaloosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.78713"	"-93.89872"	"GBIF_AR_20230301"	"2574289916"	"Quercus arkansana"	10/18/2018 0:00:00			"Arkansas, US"	28930.00	"m"		"US"	"Arkansas"	"NA"	"theo_witsell"		
"34.83000"	"-86.35000"	"GBIF_AttritionPoints_20220503"	"2571381608"	"Neviusia alabamensis"	5/11/1989 0:00:00		"Near end of Sharp Cove Rd. at bridge across Molder Branch. North end of Sharp Cove, 1/4 mile SW of Sneed Spring. 6 miles NE of Maysville. 15 miles of Huntsville. Hollytree Quad. Madison Co. T/R/S: T2SR3E31."			"m"		"US"	"Alabama"	"NA"	"R. Burckhalter"		
"33.04722"	"-87.49028"	"MortonGapAnalysis_Quercus_arkanasana"	"257"	"Quercus arkansana"	1/1/1982 0:00:00		"Tuscaloosa"	"Hale County; Alabama"			"NA"	"United States"	"Alabama"				
"34.95175"	"-88.17287"	"GBIF_AttritionPoints_20220503"	"2562891003"	"Neviusia alabamensis"	4/23/2015 0:00:00	"Large thicket over exposed rock on sleep slope abover river"	"2.6 km ENE of community of Short. J.P. Coleman State Park. N side of Whetstone Branch along Tennessee River"			"m"		"US"	"Mississippi"	"NA"	"J. E. Dorey"		
"30.51210"	"-86.44525"	"MortonGapAnalysis_Quercus_arkanasana"	"256"	"Quercus arkansana"	1/1/1982 0:00:00		"Okaloosa"	"No managed area name given; Oklaoosa County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.69239"	"-93.12010"	"MortonGapAnalysis_Quercus_arkanasana"	"255"	"Quercus arkansana"	1/1/1983 0:00:00		"Nevada"	"POISON SPRINGS NATURAL AREA; BARRENS UNIT;"			"NA"	"United States"	"Arkansas"				
"33.70861"	"-93.01670"	"MortonGapAnalysis_Quercus_arkanasana"	"254"	"Quercus arkansana"	1/1/1983 0:00:00		"Ouachita"	"MCNAB; Ouachita County ; AR; US"			"NA"	"United States"	"Arkansas"				
"30.77890"	"-86.11530"	"MortonGapAnalysis_Quercus_arkanasana"	"253"	"Quercus arkansana"	1/1/1984 0:00:00		"Walton"	"De Funiak Springs; Walton County; Florida; USA"			"NA"	"United States"	"Florida"				
"33.20833"	"-92.68610"	"MortonGapAnalysis_Quercus_arkanasana"	"252"	"Quercus arkansana"	1/1/1984 0:00:00		"Union"	"Union County ; AR; US"			"NA"	"United States"	"Arkansas"				
"32.64667"	"-86.77167"	"GBIF_AttritionPoints_20220503"	"2517066689"	"Quercus arkansana"	7/18/2002 0:00:00		"Plants Of Alabama. To the N. side of a pipeline right-of-way, about 0.25mi SW of county roads 127/106, 0.45mi SW of US Rt. 82, and around 3mi WSW of Billingsley. Autauga Co."			"m"		"US"		"NA"	"Goldman D"		
"33.68778"	"-93.09670"	"MortonGapAnalysis_Quercus_arkanasana"	"251"	"Quercus arkansana"	1/1/1984 0:00:00		"Ouachita"	"EL DORADO WEST; Ouachita County ; AR; US"			"NA"	"United States"	"Arkansas"				
"32.15361"	"-84.60550"	"MortonGapAnalysis_Quercus_arkanasana"	"250"	"Quercus arkansana"	1/1/1984 0:00:00		"Webster"	"Webster County; GA"			"NA"	"United States"	"Georgia"				
"30.65933"	"-86.16302"	"MortonGapAnalysis_Quercus_arkanasana"	"25"	"Quercus arkansana"			"Walton"	"NA"			"NA"	"United States"	"Florida"				
"32.32637"	"-84.67757"	"ExpeditionData_OccurrenceFormat"	"25"	"Quercus arkansana"	1/1/2017 0:00:00	": Notes: "				"m"					", "		"Keyword: 2017 APGA Grant Trips, Accession Number: ,  Collection Number:; ; "
"32.11833"	"-84.74520"	"MortonGapAnalysis_Quercus_arkanasana"	"249"	"Quercus arkansana"	1/1/1984 0:00:00		"Stewart"	"Stewart County; GA"			"NA"	"United States"	"Georgia"				
"32.08888"	"-84.80750"	"MortonGapAnalysis_Quercus_arkanasana"	"248"	"Quercus arkansana"	1/1/1984 0:00:00		"Stewart"	"Stewart County; GA"			"NA"	"United States"	"Georgia"				
"32.05722"	"-84.81330"	"MortonGapAnalysis_Quercus_arkanasana"	"247"	"Quercus arkansana"	1/1/1984 0:00:00		"Stewart"	"Stewart County; GA"			"NA"	"United States"	"Georgia"				
"30.49736"	"-86.42568"	"GBIF_AttritionPoints_20220503"	"2465362506"	"Quercus arkansana"	11/29/2019 0:00:00			"Fred Gannon Rocky Bayou State Recreation Area, Niceville, FL, US"	20.00	"m"		"US"	"Florida"	"NA"	"Paul Marcum"		
