AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
2017-2745,Missouri 2017,{9CA0FB25-640B-4A1C-8401-0475EEF69587},Cynosciadium digitatum,18-Oct-17,"Engelhardt, Meg",626,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,,,,25,,Bulk,,,"Quercus palustris, Quercus imbricaria, Fraxinus pennsylvanica, Rubus sp., Carex sp., Trachelospermum difforme",United States,Missouri,Stoddard,Otter Slough Conservation Area,Along an extension west of County Rd. 686 about 290 m west of parking area. About 20 meters into bottomland forest along north side of road.,36.73221,-90.1042,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Shade,,,,,
2017-2746,Missouri 2017,{D17EA2AE-4CAC-42F6-845F-8F0049B756C5},Brunnichia ovata,18-Oct-17,"Engelhardt, Meg",627,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,10-Jan,,,,,,Bulk,1,,"Taxodium distichum, Diospyros virginiana, Solidago canadensis",United States,Missouri,Stoddard,Otter Slough Conservation Area,"Along an extension west of County Rd. 686 that borders field #9. Disturbed wetland along west side of road, between road and bottomland forest surrounding Otter Lake.",36.73081,-90.10852,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Semi shade,,,,,
2017-2747,Missouri 2017,{F1CAD174-58F6-4FA4-B918-EF72C9DB4A49},Nyssa aquatica,18-Oct-17,"Engelhardt, Meg",628,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,,,,5,,Bulk,,,Taxodium distichum,United States,Missouri,Stoddard,Otter Slough Conservation Area,"Along an extension west of County Rd. 686 that borders field #9. Disturbed wetland along west side of road, in bottomland flatwoods surrounding Otter Lake.",36.73044,-90.10861,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,,Semi shade,,,,Unknown exactly how many individuals were sampled. Fruits were floating on water beneath the trees.,
2017-2748,Missouri 2017,{E71C0261-A071-45AF-BAAC-5F820F1BD324},Taxodium distichum var. distichum,18-Oct-17,"Engelhardt, Meg",629,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,,,,,5,Bulk,,,Nyssa aquatica,United States,Missouri,Stoddard,Otter Slough Conservation Area,"Along an extension west of County Rd. 686 that borders field #9. Disturbed wetland along west side of road, in bottomland flatwoods surrounding Otter Lake.",36.73053,-91.1087,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,,Semi shade,,,,,
2017-2749,Missouri 2017,{A25D2CF5-6098-459A-8B91-E31ED8FA5B33},Gleditsia aquatica,18-Oct-17,"Engelhardt, Meg",630,"Aaron Floden, Steve Turner, Andrew Braun",Wild,"Fruits are 1 seeded, rarely 2 seeded.",Seed,Nov-50,,,,1,,Bulk,,,"Quercus phellos, Rubus sp.",United States,Missouri,Stoddard,Otter Slough Conservation Area,"Along an extension west of County Rd. 686 that borders field #9. Disturbed wetland along west side of road, in bottomland flatwoods surrounding Otter Lake.",36.7297,-90.1082,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,,Semi shade,,,,,
2017-2750,Missouri 2017,{1FFA779E-CCBA-41C0-B5C5-C320A7159473},Trachelospermum difforme,18-Oct-17,"Engelhardt, Meg",631,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,10-Jan,,,,2,,Bulk,1,,"Rubus sp., Quercus palustris, Quercus phellos, Carex sp.",United States,Missouri,Stoddard,Otter Slough Conservation Area,"Along an extension west of County Rd. 686 that borders field #9. Disturbed wetland along west side of road, edge of bottomland flatwoods surrounding Otter Lake.",36.72971,-90.10816,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Semi shade,,,,,
2017-2751,Missouri 2017,{7ECD8B6A-5CBE-4601-BDF2-66B7334BA2A9},Tridens strictus,18-Oct-17,"Engelhardt, Meg",632,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,51-100,,,,30,,Bulk,,,"Vernonia sp., Amorpha fruticosa, Euthamia sp., Diospyros virginiana, Hibiscus lasiocarpos",United States,Missouri,Stoddard,Roadside,Along MO Hwy ZZ at intersection with Co Rd. 642,36.75353,-90.08164,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Mesic grasslands,,,Full sun,,,,,
2017-2752,Missouri 2017,{59B364CE-80B4-44CF-8255-ED2AF5370754},Rhynchospora corniculata,18-Oct-17,"Engelhardt, Megan",633,"Aaron Floden, Steve Turner, Andrew Braun",Wild,"Leaf blades up to ~12 mm wide, perianth bristles shorter than the fruits.",Seed,,,,,,,Bulk,1,,"Sagittaria platyphylla, Aeschynomene indica, Eleocharis palustris, Setaria glauca,",United States,Missouri,Stoddard,Roadside Ditch,Roadside ditch along MO Hwy ZZ at intersection with Co Rd. 642,36.75311,-90.08193,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2753,Missouri 2017,{78923360-CDF7-48A7-8877-6574EA1BACAC},Sagittaria platyphylla,18-Oct-17,"Engelhardt, Meg",634,"Aaron Floden, Steve Turner, Andrew Braun",Wild,"No sagittate leaves, fillaments of stamens swollen, bracts of nodes of infloresence fused, fruits with beaks 0.32-0.5 mm.",Seed,51-100,,,,15,,Bulk,1,,"Aeschynomene indica, Eleocharis palustris, Setaria glauca, Rhynchospora corniculata",United States,Missouri,Stoddard,Roadside Ditch,Roadside ditch along MO Hwy ZZ at intersection with Co Rd. 642,36.75295,-90.08196,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2754,Missouri 2017,{5110F3D4-2DA5-43E6-BA6E-22E01AE1F375},Eleocharis palustris,18-Oct-17,"Engelhardt, Meg",636,"Aaron Floden, Steve Turner, Andrew Braun",Wild,"Fruits biconvex, Plants perennial with rhizomes, multiple sterile scales at base of spikelet, tuberacles 0.36-0.56mm long, spikelets less than 20mm, stems soft and flattened.",Seed,,5,10,meters,,,Bulk,,,"Eriochloa sp., Hibiscus lasiocarpos, Setaria viridis, Leersia oryzoides",United States,Missouri,Stoddard,Roadside Ditch,Roadside ditch along MO Hwy ZZ at intersection with Co Rd. 642,36.75291,-90.08193,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2755,Missouri 2017,{A97496CA-6EE4-447D-8AF1-7C3C85E709A3},Acmella oppositifolia var. repens,18-Oct-17,"Engelhardt, Meg",637,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,15,100,meters,,,Bulk,,,"Cephalanthus occidentalis, Lippia lanceolata, Echinodorus cordifolius, Hydrolea uniflora",United States,Missouri,Stoddard,Duck Creek Conservation Area,"Along the east side of the road that follows the west side of Pool 2, immediately north of the trail to parking lot E.",37.0398,-90.09118,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,,,,,,
2017-2756,Missouri 2017,{A5218DBC-82C3-472B-93A2-6CC3C469D9C2},Hydrolea uniflora,18-Oct-17,"Engelhardt, Meg",638,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,15,100,meters,,,Bulk,,,"Cephalanthus occidentalis, Lippia lanceolata, Echinodorus cordifolius, Acmella repens (synonym of Acmella oppositifolia var. repens)",United States,Missouri,Stoddard,Duck Creek Conservation Area,"Along the east side of the road that follows the west side of Pool 2, immediately north of the trail to parking lot E.",37.03951,-90.0911,1,,,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2757,Missouri 2017,{2F15124E-6387-47A1-A8EF-0F1C218A7745},Echinodorus cordifolius,18-Oct-17,"Engelhardt, Meg",639,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,,15,100,meters,,,Bulk,1,,"Cephalanthus occidentalis, Lippia lanceolata, Acmella repens, Hydrolea uniflora",United States,Missouri,Stoddard,Duck Creek Conservation Area,"Along the east side of the road that follows the west side of Pool 2, immediately north of the trail to parking lot E.",37.03935,-90.09112,1,,,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2758,Missouri 2017,,Smallanthus uvedalia,18-Oct-17,"Engelhardt, Meg",641,"Aaron Floden, Steve Turner, Andrew Braun",Wild,Over 5 meters tall!,Seed,51-100,10,10,meters,5,,Bulk,1,,,United States,Missouri,Stoddard,Duck Creek Conservation Area,"Along the west side of a drianage, immidaetly south of the parking lot towards duck blind E4.",37.03921,-90.08523,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",,,,Semi shade,,,Woodland edge along shallow muddy drainage,,
2017-2759,Missouri 2017,{CD2ED8D8-4586-4E6F-9E4B-97ADA1608625},Decodon verticillatus,18-Oct-17,"Engelhardt, Meg",642,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,,5,5,meters,,,Bulk,,,"Triadenum walteri, Hibiscus lasiocarpos, Ludwigia leptocarpa",United States,Missouri,Stoddard,Duck Creek Conservation Area,In the southeast corner of Pool 1.,37.02261,-90.09217,1,,,GPS,State,Missouri Department of Conservation,Inland surface waters,Surface standing waters,,,Full sun,,,,,
2017-2760,Missouri 2017,{30EDF36A-17B6-4D70-8033-4AB51EF5F4BA},Ludwigia leptocarpa,18-Oct-17,"Engelhardt, Meg",643,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,,5,5,meters,,,Bulk,1,,"Triadenum walteri, Hibiscus lasiocarpos, Decodon verticillatus",United States,Missouri,Stoddard,Duck Creek Conservation Area,Southeast corner of Pool 1,37.02257,-90.09222,1,,,GPS,State,Missouri Department of Conservation,Inland surface waters,Surface standing waters,,,Full sun,,,,,
2017-2761,Missouri 2017,,Triadenum walteri,18-Oct-17,"Engelhardt, Meg",643.5,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,,,,,,,Bulk,1,,"Hibiscus lasiocarpos, Ludwigia leptocarpa, Decodon verticillatus",United States,Missouri,Stoddard,Duck Creek Conservation Area,Southeast corner of pool 1.,37.02259,-90.09222,1,,,GPS,State,Missouri Department of Conservation,Inland surface waters,Surface standing waters,,,Full sun,,,,,
2017-2762,Missouri 2017,,Pycnanthemum muticum,18-Oct-17,"Engelhardt, Meg",644,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,,,,,10,,Bulk,,,"Rubus sp., Chasmanthium latifolium, Quercus palustris, Smilax rotundifolia, Campsis radicans, Toxicodendron radicans, Liquidambar styraciflua",United States,Missouri,Stoddard,Duck Creek Conservation Area,"Just inside the forest along the north side of MO Hwy 51, about 135m east of Duck Creek property boundary.",37.00894,-90.09367,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Broadleaved evergreen woodland,,,,,,,,
2017-2764,Missouri 2017,{89939084-6785-47E0-9AE1-246E4189BECF},Lactuca floridana,17-Oct-17,"Engelhardt, Meg",590,"Aaron Floden, Steve Turner, Andrew Braun",Wild,,Seed,Nov-50,,,,3,,Bulk,,,,United States,Missouri,Stoddard,Holly Ridge Conservation Area,"Along the east side of MO Co Rd 527, approximately 130 meters north of MO Co Rd 519.",36.84444,-89.90692,1,,,GPS,State,Missouri Department of Conservation,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,,,,,,
2017-2765,Missouri 2017,,Platanthera peramoena,6-Oct-17,"Brandt, Terri",,,Wild,,Seed,10-Jan,,,,1,,Bulk,,,,United States,Missouri,Reynolds,Gary Halfacre's property,Along a woodland edge across from large mowed sedge meadow.,37.49694,-90.90982,,,,google earth,Private,Gary Halfacre,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Semi shade,,,,,
2017-2766,Missouri 2017,,Ipomoea lacunosa,5-Oct-17,"Engelhardt, Meg",575.5,"Steve Turner, Andrew Braun, Bruce Henry",Wild,,Seed,10-Jan,,,,5,,Bulk,,,"Ipomoea coccinea, Melothria pendula, Oenothera biennis, Ambrosia trifida, Conyza canadensis, Setaria faberi, Euphorbia nutans, Sorghastrum halapense, Phytolacca americana, Amaranthus sp.",United States,Missouri,Scott,Roadside Ditch,"Ditch along south side of Co Rd 504, about 120 m east of state hwy H.",37.05395,-89.5252,1,,,GPS,State,Missouri Department of Transportation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Full sun,,,,,
2017-2847,Missouri 2017,{306A1973-505D-4D0D-AE07-1B2A1180E917},Rudbeckia fulgida var. umbrosa,2-Nov-17,"Engelhardt, Meg",645,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,"Long petiole, cordate leaf base, pales are ciliate, leaf margins entire.",Seed,101-500,,,,40,,Bulk,1,,"Pedicularis lanceolata, Pycnanthemum virginianum, Eupatorium perfoliatum",United States,Missouri,Washington,Cruise Mill Fen,North east corner of the intersection of Hwy 21 and Hwy 47,38.07572,-90.73811,,,,,Private,Unknown,"Grasslands and lands dominated by forbs, mosses or lichens",Mesic grasslands,,,Full sun,,,,,
2017-2848,Missouri 2017,{D92E4C89-26E2-4081-BEC6-3E7B969B33A0},Oxypolis rigidior,2-Nov-17,"Engelhardt, Meg",646,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,,Seed,101-500,,,,40,,Bulk,1,,"Diospyros virginiana, Cornus racemosa, Packera aurea, Rosa setigera, symphyotrichum puniceum, Pedicularis lanceolata, Pycnanthemum virginianum, Eupatorium perfoliatum.",United States,Missouri,Washington,Cruise Mill Fen,North east corner of the intersection of Hwy 21 and Hwy 47,38.0765,-90.73748,,,,,Private,Unknown,"Grasslands and lands dominated by forbs, mosses or lichens",Mesic grasslands,,,Full sun,,,,,
2017-2849,Missouri 2017,{F9B41FB4-DD29-4B06-B44A-E87A22806FDE},Juncus subcaudatus var. subcaudatus,2-Nov-17,"Engelhardt, Meg",647,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,Septate leaves,Seed,51-100,,,,12,,Bulk,1,,"Rudbeckia palustris, Symphyotrichum puniceum, Phlox maculata, Oxypolis rigidior, Solidago riddellii, Lysimachia quadriflora, Parnassia grandifolia",United States,Missouri,Washington,Cruise Mill Fen,"North east corner of the intersection of Hwy 21 and Hwy 47, growing along a spring run through the fen.",38.07727,-90.73657,,,,,Private,Unknown,"Grasslands and lands dominated by forbs, mosses or lichens",Mesic grasslands,,,Full sun,,,,,
2017-2850,Missouri 2017,,Euonymus atropurpureus,2-Nov-17,"Engelhardt, Meg",648,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,,Seed,10-Jan,,,,1,,Bulk,,,"Symphoricarpos orbiculatus, Equisetum hyemale, Juniperus virginiana, Chasmanthium latifolium, Acer saccharum, tires",United States,Missouri,Washington,Cruise Mill Fen,"North east corner of the intersection of Hwy 21 and Hwy 47, growing along a spring run through the fen.",38.07837,-90.73777,20,,,GPS,Private,Unknown,"Mires, bogs and fens",Base-rich fens and calcareous spring mires,,,Semi shade,,,,,
2017-2851,Missouri 2017,,Gentianella quinquefolia subsp. occidentalis,2-Nov-17,"Engelhardt, Meg",649,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,,Seed,10-Jan,,,,20,,Bulk,1,,"symphoricarpos orbiculatus, Juniperus virginiana, Cirsium discolor, Brachyelytrum erectum, Packera aurea, Anemone virginiana, Carpinus caroliniana",United States,Missouri,Washington,Cruise Mill Fen,"North east corner of the intersection of Hwy 21 and Hwy 47, growing along a spring run through the fen.",38.07772,-90.73795,25,,,GPS,Private,Unknown,"Mires, bogs and fens",Base-rich fens and calcareous spring mires,,,Semi shade,,,,,
2017-2852,Missouri 2017,,Sparganium americanum,2-Nov-17,"Engelhardt, Meg",650,"Aaron Floden, Steve Turner, Mary Lynn Brophy",Wild,,Seed,51-100,,,,10,,Bulk,1,,"Eupatorium perfoliatum, Platanus occidentalis, Scutellaria parvula, Oxypolis rigidior, Equisetum hymale, Nasturtium officinale, Packera aurea",United States,Missouri,Washington,Cruise Mill Fen,North east corner of the intersection of Hwy 21 and Hwy 47,38.07738,-90.73802,15,,,GPS,Private,Unknown,"Mires, bogs and fens",Base-rich fens and calcareous spring mires,,,Semi shade,,,,,
2017-2882,2017 APGA Grant Trips,,Liatris elegans var. kralii,26-Oct-17,"Gunn, David",22,,Wild,,Seed,10-Jan,,,,3,30,Bulk,,,"Pinus taeda, Quercus hemisphaerica, Rhus copallinum",United States,Alabama,Pike,Big Pocosin Forever Wild Tract,"At trailhead, just left of map kiosk",31.79,-85.8925,,,,GPS,,"Forever Wild, contacted through Patrick Thompson with Auburn University","Woodland, forest and other wooded land",,,,Semi shade,,,,,
2017-2885,2017 APGA Grant Trips,,Quercus austrina,23-Oct-17,"Gunn, David",10,,Wild,"White oak group, medium/large, broad branching, tree 40-60', single trunk, 16-18"" DBH, flaky, similar to Quercus alba",Seed,10-Jan,,,,1,71,Maternal Lines,2,,"Quercus phellos, Baccharis halimifolia, Celtis laevigata, Cornus alternifolia, Juniperus virginiana, Fraxinus pennsylvanica",United States,Alabama,Marengo,County Road 14,,32.23167,-87.54361,,65,Meters,GPS,,Patrick Thompson- Auburn University. Collected from right of way.,"Woodland, forest and other wooded land",,,0,Full sun,,,"roadside, sandy, loose, semi-dense forest","""Bastard white oak"" 71 viable acorns, 4 non-viable",AL-MAR-2-2
2017-2894,2017 APGA Grant Trips,,Quercus oglethorpensis,23-Oct-17,"Gunn, David",12,,Wild,"White oak group, single trunk",Seed,10-Jan,,,,1,136,Maternal Lines,2,,"Quercus phellos, Baccharis halimifolia, Celtis laevigata, Cornus alternifolia, Juniperus virginiana, Fraxinus pennsylvanica",United States,Alabama,Marengo,County Road 14,,32.23139,-87.54361,,67,Meters,GPS,,Patrick Thompson- Auburn University. Collected from right of way.,"Woodland, forest and other wooded land",,,0,,,,,131 viable acorns (5 non-viable),AL-Mar-2-3
2017-2895,2017 APGA Grant Trips,,Quercus oglethorpensis,23-Oct-17,"Gunn, David",9,,Wild,"White oak group, open-grown along fence, excurrent habitat, healthy branching.",Seed,10-Jan,,,,1,41,Maternal Lines,,,"Pinus elliottii, Pinus taeda, Quercus stellata, Quercus phellos, Poncirus sp., Ulmus sp., Chamaecrista fasciculata, Lonicera sp.",United States,Alabama,Marengo,"County Rd 14, Thomaston, AL",,32.17722,-87.52306,,,,,,Patrick Thompson- Auburn University. Collected from right of way.,"Woodland, forest and other wooded land",,,0,Full sun,,,,36 viable acorns (5 non-viable),AL-MAR-1-1
2017-2896,2017 APGA Grant Trips,,Quercus phellos,23-Oct-17,"Gunn, David",11,,Wild,"Willow oak, common in the south, single trunk woody species",Seed,Nov-50,,,,1,25,Maternal Lines,1,,"Quercus phellos, Baccharis halimifolia, Celtis laevigata, Cornus alternifolia, Juniperus virginiana, Fraxinus pennsylvanica",United States,Alabama,Marengo,County Rd 14,,32.17722,-87.5,,48,Meters,GPS,,Patrick Thompson- Auburn University. Collected from right of way.,,,,,,,,,25 viable acorns (0 non-viable),AL-MAR-2-1
2017-2897,2017 APGA Grant Trips,,Quercus sinuata var. sinuata,23-Oct-17,"Gunn, David",13,,Wild,,Seed,10-Jan,,,,1,74,Maternal Lines,,,"Quercus phellos, Baccharis halimifolia, Celtis laevigata, Cornus alternifolia, Juniperus virginiana, Fraxinus pennsylvanica",United States,Alabama,Wilcox,County Rd 14,,32.17722,-87.5,,48,Meters,GPS,,Patrick Thompson- Auburn University. Collected from right of way.,"Woodland, forest and other wooded land",,,0,Full sun,,,,"74 viable acorns (0 non-viable, float test)",AL-WIL-1-1
2017-2898,Missouri 2017,{73346035-B23F-4747-B1BD-992013E70B3D},Rubus ablatus,14-Jun-17,"Engelhardt, Meg",406,"Grace Johnson, Blanche Wagner, Josh Higgins",Wild,Floricane is large and leaflets are soft fuzzy on the back.,Seed,,,,,,,Bulk,1,,"Rhus aromatica, Cornus florida, Hylodesmum glutinosum, Quercus alba, Sassafras albidum, Galium circaezans, Amphicarpaea bracteata",United States,Missouri,Lincoln,Cuivre River State Park,Along blue trail,39.05028,-90.93069,,,,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Semi shade,,,,,
2017-2899,Missouri 2017,{BF089636-58F5-4ADB-9660-6D85C2B11D70},Rubus meracus,14-Jun-17,"Engelhardt, Meg",407,"Grace Johnson, Blanche Wagner, Josh Higgins",Wild,Floricane is large and leaflets are soft fuzzy on the back.,Seed,,,,,,,Bulk,1,,"Rhus aromatica, Cornus florida, Hylodesmum glutinosum, Quercus alba, Sassafras albidum, Galium circaezans, Amphicarpaea bracteata",United States,Missouri,Lincoln,Cuivre River State Park,Along blue trail,39.0502,-90.93079,,,,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,,Semi shade,,,,,
2017-2910,Missouri 2017,,Polygala senega,20-Jul-17,"Sieradzki, Jen",,"Grace Johnson, Terrie Brandt",Wild,,Seed,,,,,,,,,,,United States,Missouri,Shannon,Licklog Trail Short Loop,near bridge at short loop intersection,,,,,,,,,,,,,,,,,,
2017-2915,2017 APGA Grant Trips,,Nuphar ulvacea,24-Oct-17,"Chauncey, Jared",119,,Wild,"Emergent aquatic perennial, narrow glossy dark green leves, Yellow flower buds. large woody rhizomes under water, up to 4 cm in diameter.",Rhizome,Nov-50,,,,1,3,,,,"Nymphaea alba, Lycopodiella sp., Eriocaulon sp. Nymphoides cordata",United States,Florida,Okaloosa,Fred Gannon Rocky Bayou State Park,Along sandy pine trail in Puddinhead Lake,30.49519,-86.42709,,,,GPS,,,Inland surface waters,,,0,Full sun,,,,,FL-OKA-5-16
2017-2916,2017 APGA Grant Trips,,Nymphoides cordata,24-Oct-17,"Chauncey, Jared",120,,Wild,"Floating aquatic perennial, leaf green with a few red spots,Width of leaves between .5 and 5 cm, small thin roots along stems.",Plant,,,,,2,3,,2,,"Nympaea alba, Lycopodiella sp., Eriocaulon sp, Nuphar ulvacea",United States,Florida,Okaloosa,Fred Gannon Rocky Bayou State Park,Along sandy pine trail in Puddinhead Lake,30.49519,-86.42709,,,,GPS,,,Inland surface waters,,,0,Full sun,,,,,FL-OKA-5-17
2017-2917,2017 APGA Grant Trips,,Aesculus parviflora,26-Oct-17,"Chauncey, Jared",124,,Wild,"woody shrub, to 4' tall, rhizomatous  forming large colonies (long panicles of white buds 7/4/2017)","Division (pups, offsets, etc)",101-500,500,500,meters,21,1,,3,,"Carya sp., Liquidambar styraciflua, Quercus alba, Quercus nigra, Arundinaria gigantea, Callicarpa americana, Vitis sp., Goodyera pubescens, Quercus michauxii, Asarum arifolium (syn. Haxastylis arifolia), Polygonatum sp., thalictrum sp., Crataegus marshall",United States,Georgia,Harris,private property of Kathey Crye.,"Kathey Crye, private land",32.76565,-84.82475,,262,Meters,,Private,private property of Kathey Crye.,"Woodland, forest and other wooded land",,,40,Semi shade,,,"Sloped forest, population on both sides of creek",No seed set found in October,GA-HAR-1-1
2017-2918,2017 APGA Grant Trips,,Cladonia sp.,26-Oct-17,"Chauncey, Jared",125,,Wild,gray green lichen forming small mats carpeting forest floor extensively.,Plant,>500,500,500,meters,6,1,Bulk,,,"Quercus arkansana, Quercus myrtifolia, Pinus clausa, Magnolia grandiflora, Cornus florida, Calicarpa americana, Quercus hemisphaerica, Quercus incana, Prunus serotina, Illicium floridanum, Magnolia virginica, Sabal minor, Vaccinium arboreum, Oxydendron ar",United States,Florida,Okaloosa,Fred Gannon Rocky Bayou State Park,E side of Sandy Pine Trail,30.49754,-86.42501,,15,Meters,GPS,State,,"Woodland, forest and other wooded land",,,,Semi shade,,,,,FL-OKA-5-18
2017-2937,Missouri 2017,,Blephilia ciliata,18-Oct-17,"Sieradzki, Jen",,,Wild,,Seed,,,,,,,,,,,United States,Missouri,Franklin,Shaw Nature Reserve,Crescent Glade,,,,,,,Non-Profit Protected,Missouri Botanical Garden,,,,,,,,,,
2017-2972,2017 APGA Grant Trips,,Aesculus parviflora,25-Oct-17,"Chauncey, Jared",23-B,,Wild,"Rhizomatous clump to 15' tall. Whte flowers, salmon anthers, faint sweet smell.","Division (pups, offsets, etc)",51-100,,,,30,1,,,,"Morus rubra, Carex grayi, Smilax sp., Hymenocallis choctawensis, Ulmus alata, Taxodium distichum, Onoclea sensibilis, Sabal minor, Toxicodendron radicans, Carpinus caroliniana, Planera aquatica, Arundinaria gigantea.",United States,Alabama,Montgomery,Jackson Creek,"Clump right by Jackson Creek 50' from bridge, E of Gardner rd., E of Bridge, N of River.",31.97133,-86.11964,,156,Meters,GPS,,,"Woodland, forest and other wooded land",,,,Semi shade,,,along creek flood plain,,AL-MON-1-1
2017-2976,2017 APGA Grant Trips,,Aesculus parviflora,22-Oct-17,"Chauncey, Jared",72,,Wild,"Woody shrub, rhizomatous clump. In flower bud, with long panicles of white flowers.","Division (pups, offsets, etc)",10-Jan,,,,30,,,3,2,"Rhamnus caroliniana, Quercus alba, Monarda sp., Hydranga quercifolia, liriodendron tulipifera, Hamamelis virginiana, Liquidambar styraciflua,  Euonymus americanus, Smilax sp.,Aralia Spinosa, toxicodendron radicans",United States,Alabama,Walker,Mulberry Fork Wildlife Management Area,"Just past first creek in WMA, N side of road, downslope",33.6142,-87.35768,,111,Meters,GPS,,,,,,,,,,,hundreds downslope,AL-WAL-2-1
2017-2977,2017 APGA Grant Trips,,Aesculus parviflora,22-Oct-17,"Chauncey, Jared",72-A,,Wild,"Woody shrub, rhizomatous clump. In flower bud, with long panicles of white flowers.","Division (pups, offsets, etc)",10-Jan,,,,12,,,,,"Rhamnus caroliniana, Quercus alba, Monarda sp., Hydranga quercifolia, liriodendron tulipifera, Hamamelis virginiana, Liquidambar styraciflua,  Euonymus americanus, Smilax sp.,Aralia Spinosa, toxicodendron radicans",United States,Alabama,Walker,Mulberry Fork Wildlife Management Area,"Just past first creek in WMA, N side of road, W side of stream",33.6142,-87.35768,,111,Meters,GPS,,,,,,,,,,,,AL-WAL-2-2
2017-2978,2017 APGA Grant Trips,,Aesculus parviflora,22-Oct-17,"Chauncey, Jared",72-B,,Wild,"Woody shrub, rhizomatous clump. In flower bud, with long panicles of white flowers.","Division (pups, offsets, etc)",10-Jan,,,,9,,,3,,"Rhamnus caroliniana, Quercus alba, Monarda sp., Hydranga quercifolia, liriodendron tulipifera, Hamamelis virginiana, Liquidambar styraciflua,  Euonymus americanus, Smilax sp.,Aralia Spinosa, toxicodendron radicans",United States,Alabama,Walker,Mulberry Fork Wildlife Management Area,"Just past first creek in WMA, S side of road, along ridge",33.6142,-87.35768,,,,GPS,,,,,,,,,,,only a few along the ridge,AL-WAL-2-3
